"id","data_version","date","months","garagem","terraco","piscina","terreno","centroid","pva_m2","data_private","data_public","ecd","cfr","thumbnail","classe_energetica_id","cp7_id","estado","gama","situacao_mercado_id","tipo","tipologia","concelho_id","freguesia_id","regiao_id"
2549419,202110,"2021-07-01",3,False,False,False,False,"0101000020E6100000A2FBE103155B22C069B004AD1B5A4340",6200,"{""pv"": 620000, ""pva"": 620000, ""coef"": 100.000, ""meses"": 8, ""pv_m2"": 6200}","{""cp"": ""1300-501 LISBOA"", ""abp"": 100, ""concelho"": ""Lisboa"", ""freguesia"": ""Alcântara"", ""n_quartos"": 2, ""orginal_cfr"": ""120511134-495"", ""percentil_pva"": 80, ""ano_construcao"": 2021}",219,"66c102be72d37aeeb9c35a04215d7c8b",NULL,0,1300501,1,4,2,1,3,110600,110602,1
2553641,202110,"2020-07-01",15,False,False,False,False,"0101000020E61000007EABC170B87A21C0F8ACC66D0F8D4240",979,"{""pv"": 52000, ""pva"": 57800, ""coef"": 111.000, ""meses"": 14, ""pv_m2"": 881}","{""cp"": ""8600-109 LUZ LGS"", ""abp"": 59, ""concelho"": ""Lagos"", ""freguesia"": ""Luz"", ""n_quartos"": 1, ""orginal_cfr"": ""120561328-5"", ""percentil_pva"": 0, ""ano_construcao"": 1910}",219,"358265c2b13c8caa179ff4bdf48573b9",NULL,0,8600109,2,1,2,2,7,80700,80703,6
2564814,202110,"2020-05-01",17,False,False,False,False,"0101000020E6100000F20FD741904022C00F8808E605504340",1370,"{""pv"": 85000, ""pva"": 95900, ""coef"": 113.000, ""meses"": 2, ""pv_m2"": 1214}","{""cp"": ""2845-100 AMORA"", ""abp"": 70, ""concelho"": ""Seixal"", ""freguesia"": ""Amora"", ""n_quartos"": 2, ""orginal_cfr"": ""120881159-873"", ""percentil_pva"": 24, ""ano_construcao"": 1973}",219,"888b5176e37303c8d9f0f65befa635a7",NULL,5,2845100,2,1,2,1,3,151000,151002,1
2545404,202110,"2020-08-01",14,False,False,False,False,"0101000020E6100000C363B1E08D5722C08556EDBB1E5D4340",2089,"{""pv"": 147300, ""pva"": 156700, ""coef"": 106.000, ""meses"": 5, ""pv_m2"": 1964}","{""cp"": ""1070-224 LISBOA"", ""abp"": 75, ""concelho"": ""Lisboa"", ""freguesia"": ""Campolide"", ""n_quartos"": 2, ""orginal_cfr"": ""120261523-67"", ""percentil_pva"": 8, ""ano_construcao"": 1938}",219,"198ed06fc0deed7aecd4718c06dfdb0e",NULL,7,1070224,2,1,1,1,3,110600,110610,1
2559224,202110,"2020-07-01",15,False,False,False,False,"0101000020E61000005D00B77A906222C0DBED2721E0644340",2824,"{""pv"": 362700, ""pva"": 387000, ""coef"": 107.000, ""meses"": 1, ""pv_m2"": 2647}","{""cp"": ""2675-487 ODIVELAS"", ""abp"": 137, ""concelho"": ""Odivelas"", ""freguesia"": ""Odivelas"", ""n_quartos"": 3, ""orginal_cfr"": ""120631558-38"", ""percentil_pva"": 91, ""ano_construcao"": 2008}",219,"04f71a703c8d2a14162c926ba8478830",NULL,3,2675487,2,4,3,1,4,111600,111603,1
2562325,202110,"2021-01-01",9,False,False,False,False,"0101000020E6100000D23A898C370521C001F4A045DB994440",995,"{""pv"": 230000, ""pva"": 250900, ""coef"": 109.000, ""meses"": 7, ""pv_m2"": 913}","{""cp"": ""4440-777 VALONGO"", ""abp"": 252, ""concelho"": ""Valongo"", ""freguesia"": ""Valongo"", ""n_quartos"": 3, ""orginal_cfr"": ""120781259-7"", ""percentil_pva"": 92, ""ano_construcao"": 2008}",219,"ff32d19a0f0d5befebd8e7c2f80fecde",NULL,3,4440777,2,4,2,2,7,131500,131505,2
2620014,202110,"2020-08-01",14,False,False,False,False,"0101000020E6100000068A0E37966422C0FEB4B4C7C9604340",3230,"{""pv"": 170000, ""pva"": 180900, ""coef"": 106.000, ""meses"": 10, ""pv_m2"": 3036}","{""cp"": ""1500-021 LISBOA"", ""abp"": 56, ""concelho"": ""Lisboa"", ""freguesia"": ""Benfica"", ""n_quartos"": 2, ""orginal_cfr"": ""123361228-5"", ""percentil_pva"": 13, ""ano_construcao"": 1987}",219,"80ed9fd666ffcc7cfa6d11cf08a5fdb5",NULL,5,1500021,2,1,2,1,3,110600,110608,1
2565471,202110,"2020-08-01",14,False,False,False,False,"0101000020E610000044899BF5575522C071C2080A51514340",1561,"{""pv"": 95000, ""pva"": 109300, ""coef"": 115.000, ""meses"": 1, ""pv_m2"": 1357}","{""cp"": ""2855-023 CORROIOS"", ""abp"": 70, ""concelho"": ""Seixal"", ""freguesia"": ""Corroios"", ""n_quartos"": 2, ""orginal_cfr"": ""120881280-46"", ""percentil_pva"": 34, ""ano_construcao"": 1991}",219,"b2f09f008993ce6d131156840f3fc8bf",NULL,5,2855023,2,2,2,1,3,151000,151005,1
2582119,202110,"2020-11-01",11,False,True,False,True,"0101000020E61000007F43F79887F722C0C1012D5D41634340",2741,"{""pv"": 584100, ""pva"": 655300, ""coef"": 112.000, ""meses"": 29, ""pv_m2"": 2444}","{""cp"": ""2705-001 COLARES"", ""abp"": 239, ""concelho"": ""Sintra"", ""freguesia"": ""Colares"", ""n_quartos"": 3, ""orginal_cfr"": ""121661112-44"", ""percentil_pva"": 94, ""ano_construcao"": 1951}",219,"d35848c3a864138293139928661a9e27",NULL,3,2705001,2,4,1,2,7,111100,111105,1
2618682,202110,"2020-12-01",10,False,False,False,False,"0101000020E6100000EDF0B19DEAC820C06B8B42FDF4C74440",1587,"{""pv"": 97000, ""pva"": 104800, ""coef"": 108.000, ""meses"": 2, ""pv_m2"": 1470}","{""cp"": ""4710-188 BRAGA"", ""abp"": 66, ""concelho"": ""Braga"", ""freguesia"": ""Gualtar"", ""n_quartos"": 1, ""orginal_cfr"": ""123331121-12"", ""percentil_pva"": 29, ""ano_construcao"": 2005}",219,"88874e08f273752f2054b638ba7b09c7",NULL,7,4710188,2,2,2,1,2,30300,30319,3
2624914,202110,"2021-08-01",2,False,False,False,False,"0101000020E6100000BF070DCFDB2F20C01ABFF04A92884240",2500,"{""pv"": 160000, ""pva"": 160000, ""coef"": 100.000, ""meses"": 13, ""pv_m2"": 2500}","{""cp"": ""8125-598 QUARTEIRA"", ""abp"": 64, ""concelho"": ""Loulé"", ""freguesia"": ""Quarteira"", ""n_quartos"": 1, ""orginal_cfr"": ""123561084-29"", ""percentil_pva"": 22, ""ano_construcao"": 2007}",219,"8db4695d83893a436048a47e5014f25f",NULL,6,8125598,2,1,2,1,2,80800,80805,6
2620854,202110,"2021-02-01",8,False,False,False,False,"0101000020E6100000EDE443B8185C22C05B321A3B595A4340",1344,"{""pv"": 160000, ""pva"": 172100, ""coef"": 108.000, ""meses"": 11, ""pv_m2"": 1250}","{""cp"": ""1300-301 LISBOA"", ""abp"": 128, ""concelho"": ""Lisboa"", ""freguesia"": ""Alcântara"", ""n_quartos"": 3, ""orginal_cfr"": ""123441118-47"", ""percentil_pva"": 11, ""ano_construcao"": 1937}",219,"7199bbddb8d14d74072649868af3aeb2",NULL,0,1300301,2,1,1,1,4,110600,110602,1
2623141,202110,"2021-01-01",9,False,False,False,False,"0101000020E610000075578D5D56E521C055C31B25F1F54340",817,"{""pv"": 107400, ""pva"": 109500, ""coef"": 102.000, ""meses"": 5, ""pv_m2"": 801}","{""cp"": ""2425-458 COIMBRÃO"", ""abp"": 134, ""concelho"": ""Leiria"", ""freguesia"": ""Coimbrão"", ""n_quartos"": 3, ""orginal_cfr"": ""123531188-25"", ""percentil_pva"": 43, ""ano_construcao"": 1985}",219,"72fc72eeb862604663bf60f185c43ae6",NULL,7,2425458,2,2,1,2,7,100900,100909,4
2626645,202110,"2021-10-01",0,False,False,False,False,"0101000020E610000082BB952081C620C038FA77011F164440",700,"{""pv"": 56000, ""pva"": 56000, ""coef"": 100.000, ""meses"": 15, ""pv_m2"": 700}","{""cp"": ""3030-848 CEIRA"", ""abp"": 80, ""concelho"": ""Coimbra"", ""freguesia"": ""Ceira"", ""n_quartos"": 3, ""orginal_cfr"": ""123601114-40"", ""percentil_pva"": 4, ""ano_construcao"": 1981}",219,"b6d2d9e846305866a546dfe25d71c59e",NULL,0,3030848,2,1,1,1,4,60300,60311,4
2628223,202110,"2021-10-01",0,False,False,False,False,"0101000020E6100000B4BAACF4A05221C0B32230F7C59D4440",981,"{""pv"": 100100, ""pva"": 100100, ""coef"": 100.000, ""meses"": 17, ""pv_m2"": 981}","{""cp"": ""4470-600 MAIA"", ""abp"": 102, ""concelho"": ""Maia"", ""freguesia"": ""Moreira"", ""n_quartos"": 4, ""orginal_cfr"": ""123711076-9"", ""percentil_pva"": 15, ""ano_construcao"": 1977}",219,"691c65d7fffa513773af6b7b009d01ad",NULL,6,4470600,2,1,1,1,5,130600,130609,2
2637625,202110,"2021-07-01",3,False,False,False,False,"0101000020E6100000EA0A6F3CC36422C07C1C171F306C4340",1904,"{""pv"": 120000, ""pva"": 120000, ""coef"": 100.000, ""meses"": 9, ""pv_m2"": 1905}","{""cp"": ""2670-012 LOURES"", ""abp"": 63, ""concelho"": ""Loures"", ""freguesia"": ""Loures"", ""n_quartos"": 2, ""orginal_cfr"": ""123841026-57"", ""percentil_pva"": 26, ""ano_construcao"": 1974}",219,"dd82dcb0454e37c7ff0eaa35f75d833a",NULL,5,2670012,2,2,2,1,3,110700,110707,1
2651990,202110,"2020-03-01",19,False,False,False,False,"0101000020E6100000D82EDF8D143221C0DFE4D08585944440",1862,"{""pv"": 147800, ""pva"": 163900, ""coef"": 111.000, ""meses"": 2, ""pv_m2"": 1680}","{""cp"": ""4000-521 PORTO"", ""abp"": 88, ""concelho"": ""Porto"", ""freguesia"": ""Bonfim"", ""n_quartos"": 2, ""orginal_cfr"": ""124261020-71"", ""percentil_pva"": 36, ""ano_construcao"": 1954}",219,"1c3b8add1774fe36af1de4f662e69000",NULL,7,4000521,2,2,4,1,3,131200,131202,2
2639420,202110,"2021-03-01",7,False,False,False,False,"0101000020E6100000ED2A83EEBB3822C0DAB342ECA74E4340",1126,"{""pv"": 97000, ""pva"": 105900, ""coef"": 109.000, ""meses"": 6, ""pv_m2"": 1032}","{""cp"": ""2845-156 AMORA"", ""abp"": 94, ""concelho"": ""Seixal"", ""freguesia"": ""Amora"", ""n_quartos"": 2, ""orginal_cfr"": ""123891128-19"", ""percentil_pva"": 31, ""ano_construcao"": 1981}",219,"7f220cc3fca200aa1ca571b3ad8e02d6",NULL,6,2845156,2,2,2,1,3,151000,151002,1
2581403,202110,"2020-05-01",17,True,False,True,True,"0101000020E61000009746871893C320C075181737838D4240",2627,"{""pv"": 473300, ""pva"": 504500, ""coef"": 107.000, ""meses"": 54, ""pv_m2"": 2465}","{""cp"": ""8400-450 PORCHES"", ""abp"": 192, ""concelho"": ""Lagoa"", ""freguesia"": ""Porches"", ""n_quartos"": 4, ""orginal_cfr"": ""121601103-20"", ""percentil_pva"": 82, ""ano_construcao"": 2000}",219,"4f03d9be22a4f156d2766025cf5e401c",NULL,6,8400450,2,4,1,2,8,80600,80604,6
2661026,202110,"2020-06-01",16,False,False,False,False,"0101000020E61000003D665E162C4022C045A7007BF95B4340",2676,"{""pv"": 239400, ""pva"": 256900, ""coef"": 107.000, ""meses"": 5, ""pv_m2"": 2494}","{""cp"": ""1170-054 LISBOA"", ""abp"": 96, ""concelho"": ""Lisboa"", ""freguesia"": ""S Vicente"", ""n_quartos"": 1, ""orginal_cfr"": ""124521024-15"", ""percentil_pva"": 32, ""ano_construcao"": 1996}",219,"2987e853c32632ee7ab2fd1951e4d32b",NULL,3,1170054,2,2,3,1,2,110600,110667,1
2564552,202110,"2021-02-01",8,False,False,False,False,"0101000020E61000001A0E793B2A5322C0CEFDB4D5D5514340",1547,"{""pv"": 382600, ""pva"": 417800, ""coef"": 109.000, ""meses"": 8, ""pv_m2"": 1417}","{""cp"": ""2855-721 CORROIOS"", ""abp"": 270, ""concelho"": ""Seixal"", ""freguesia"": ""Corroios"", ""n_quartos"": 4, ""orginal_cfr"": ""120881089-421"", ""percentil_pva"": 94, ""ano_construcao"": 2020}",219,"f545ef21534914459910d15b82097543",NULL,0,2855721,1,4,1,1,5,151000,151005,1
2572060,202110,"2020-10-01",12,False,False,False,False,"0101000020E61000004E615EADFED022C04588C83CB45D4340",1878,"{""pv"": 206200, ""pva"": 214200, ""coef"": 104.000, ""meses"": 3, ""pv_m2"": 1809}","{""cp"": ""2645-057 ALCABIDECHE"", ""abp"": 114, ""concelho"": ""Cascais"", ""freguesia"": ""Alcabideche"", ""n_quartos"": 3, ""orginal_cfr"": ""121011336-12"", ""percentil_pva"": 23, ""ano_construcao"": 1997}",219,"74f7f5e6273d187a1f673d71ef365d5d",NULL,6,2645057,2,1,1,1,4,110500,110501,1
2608080,202110,"2020-12-01",10,False,False,False,False,"0101000020E6100000046BCA85324022C0527DE717A55E4340",3931,"{""pv"": 480000, ""pva"": 515000, ""coef"": 107.000, ""meses"": 5, ""pv_m2"": 3664}","{""cp"": ""1900-064 LISBOA"", ""abp"": 131, ""concelho"": ""Lisboa"", ""freguesia"": ""Areeiro"", ""n_quartos"": 3, ""orginal_cfr"": ""122911407-8"", ""percentil_pva"": 72, ""ano_construcao"": 1995}",219,"14ff7c5671acd833fc4b0e737c12234a",NULL,4,1900064,2,3,2,1,4,110600,110655,1
2542186,202110,"2021-09-01",1,False,False,False,False,"0101000020E6100000CAD092768C4922C07ECAEF3C0A5D4340",2984,"{""pv"": 358100, ""pva"": 358100, ""coef"": 100.000, ""meses"": 19, ""pv_m2"": 2984}","{""cp"": ""1150-158 LISBOA"", ""abp"": 120, ""concelho"": ""Lisboa"", ""freguesia"": ""Arroios"", ""n_quartos"": 2, ""orginal_cfr"": ""120181449-12"", ""percentil_pva"": 53, ""ano_construcao"": 1994}",219,"bf68e22f8eb34d6e583dc08b491d9038",NULL,7,1150158,2,3,1,1,3,110600,110656,1
2595542,202110,"2020-10-01",12,False,False,False,False,"0101000020E6100000A6A6F2B02F5122C0336DDEBC615F4340",4116,"{""pv"": 272400, ""pva"": 292300, ""coef"": 107.000, ""meses"": 3, ""pv_m2"": 3837}","{""cp"": ""1600-024 LISBOA"", ""abp"": 71, ""concelho"": ""Lisboa"", ""freguesia"": ""Avenidas Novas"", ""n_quartos"": 2, ""orginal_cfr"": ""122181415-17"", ""percentil_pva"": 41, ""ano_construcao"": 1959}",219,"b1be16b29d07dec088b6262e2a0a40ee",NULL,7,1600024,2,2,4,1,3,110600,110657,1
2545686,202110,"2021-01-01",9,False,False,False,False,"0101000020E61000002457E4E9F28621C0FD33FFBF1C8A4240",2658,"{""pv"": 277900, ""pva"": 319000, ""coef"": 115.000, ""meses"": 10, ""pv_m2"": 2316}","{""cp"": ""8600-101 LUZ LGS"", ""abp"": 120, ""concelho"": ""Lagos"", ""freguesia"": ""Luz"", ""n_quartos"": 2, ""orginal_cfr"": ""120261610-17"", ""percentil_pva"": 57, ""ano_construcao"": 2008}",219,"6ab2de5088434f1f6b0272dd98001211",NULL,6,8600101,2,3,1,1,3,80700,80703,6
2570728,202110,"2020-08-01",14,False,False,False,False,"0101000020E610000070825DB7824422C07C3CFC4EF65C4340",3611,"{""pv"": 305400, ""pva"": 325000, ""coef"": 106.000, ""meses"": 0, ""pv_m2"": 3393}","{""cp"": ""1170-396 LISBOA"", ""abp"": 90, ""concelho"": ""Lisboa"", ""freguesia"": ""Arroios"", ""n_quartos"": 4, ""orginal_cfr"": ""120992150-12"", ""percentil_pva"": 47, ""ano_construcao"": 1952}",219,"3b6183316c33a65967213e0fbaaffd21",NULL,6,1170396,2,2,4,1,5,110600,110656,1
2587749,202110,"2021-05-01",5,False,False,False,False,"0101000020E61000007850FD412C4A22C08532228B935A4340",7396,"{""pv"": 432500, ""pva"": 443800, ""coef"": 103.000, ""meses"": 9, ""pv_m2"": 7208}","{""cp"": ""1200-425 LISBOA"", ""abp"": 60, ""concelho"": ""Lisboa"", ""freguesia"": ""Misericórdia"", ""n_quartos"": 1, ""orginal_cfr"": ""121961188-250"", ""percentil_pva"": 66, ""ano_construcao"": 2007}",219,"4b735875e2823fd42217d0f6fe96f2c9",NULL,4,1200425,2,3,3,1,2,110600,110661,1
2638540,202110,"2020-07-01",15,False,False,False,False,"0101000020E6100000B0A101E0CB0321C0DD648EC44F984440",1605,"{""pv"": 245000, ""pva"": 279300, ""coef"": 114.000, ""meses"": 1, ""pv_m2"": 1408}","{""cp"": ""4440-679 VALONGO"", ""abp"": 174, ""concelho"": ""Valongo"", ""freguesia"": ""Valongo"", ""n_quartos"": 3, ""orginal_cfr"": ""123861077-73"", ""percentil_pva"": 95, ""ano_construcao"": 2007}",219,"c198287053629ab4fa29c9d12b417cb0",NULL,0,4440679,2,4,2,2,7,131500,131505,2
2613625,202110,"2020-12-01",10,False,False,False,False,"0101000020E61000008BEBADBB583922C01CBF85AF8E4F4340",1793,"{""pv"": 120000, ""pva"": 134500, ""coef"": 112.000, ""meses"": 3, ""pv_m2"": 1600}","{""cp"": ""2845-377 AMORA"", ""abp"": 75, ""concelho"": ""Seixal"", ""freguesia"": ""Amora"", ""n_quartos"": 2, ""orginal_cfr"": ""123211338-8"", ""percentil_pva"": 49, ""ano_construcao"": 1981}",219,"07fbc193b06a259f992024e8407972e2",NULL,5,2845377,2,2,2,1,3,151000,151002,1
2545867,202110,"2020-12-01",10,False,False,False,False,"0101000020E61000005C753EB8124A22C0C2F8CC06575B4340",3283,"{""pv"": 205000, ""pva"": 220000, ""coef"": 107.000, ""meses"": 4, ""pv_m2"": 3060}","{""cp"": ""1200-010 LISBOA"", ""abp"": 67, ""concelho"": ""Lisboa"", ""freguesia"": ""Misericórdia"", ""n_quartos"": 2, ""orginal_cfr"": ""120261696-14"", ""percentil_pva"": 23, ""ano_construcao"": 1994}",219,"a07d0a1eedcba7254659a5c7bb8092b1",NULL,6,1200010,2,1,2,1,3,110600,110661,1
2756477,202110,"2021-01-01",9,False,False,False,False,"0101000020E6100000508A00EE4CAB1FC0CE14000428824240",1169,"{""pv"": 94500, ""pva"": 109900, ""coef"": 116.000, ""meses"": 18, ""pv_m2"": 1005}","{""cp"": ""8000-536 FARO"", ""abp"": 94, ""concelho"": ""Faro"", ""freguesia"": ""UF Faro (Sé e S Pedro)"", ""n_quartos"": 3, ""orginal_cfr"": ""25190069"", ""percentil_pva"": 6, ""ano_construcao"": null}",500,"6c0c423d2a15fa81a0baa95cc9a8e4bd",NULL,0,8000536,2,1,1,1,4,80500,80508,6
2552714,202110,"2021-01-01",9,False,False,False,False,"0101000020E61000006F545D763E7522C07F3B60894D604340",2127,"{""pv"": 85000, ""pva"": 91500, ""coef"": 108.000, ""meses"": 4, ""pv_m2"": 1977}","{""cp"": ""2720-203 AMADORA"", ""abp"": 43, ""concelho"": ""Amadora"", ""freguesia"": ""Venteira"", ""n_quartos"": 1, ""orginal_cfr"": ""120531237-426"", ""percentil_pva"": 13, ""ano_construcao"": 1968}",219,"158912a302a0f0ab1f666f7626e1579b",NULL,6,2720203,2,1,2,1,2,111500,111517,1
2573318,202110,"2020-12-01",10,False,False,False,False,"0101000020E610000072A814787D5F22C08849767475594340",5442,"{""pv"": 1719400, ""pva"": 1844900, ""coef"": 107.000, ""meses"": 7, ""pv_m2"": 5072}","{""cp"": ""1300-342 LISBOA"", ""abp"": 339, ""concelho"": ""Lisboa"", ""freguesia"": ""Alcântara"", ""n_quartos"": 4, ""orginal_cfr"": ""121021324-1"", ""percentil_pva"": 99, ""ano_construcao"": 2014}",219,"cc9b405c62c344bec8c39263a82dde7e",NULL,2,1300342,2,4,1,1,5,110600,110602,1
2619962,202110,"2020-09-01",13,False,False,False,False,"0101000020E6100000D1113D4CA2C522C03CD75A0C5C5A4340",3470,"{""pv"": 200200, ""pva"": 215200, ""coef"": 108.000, ""meses"": 6, ""pv_m2"": 3229}","{""cp"": ""2765-350 ESTORIL"", ""abp"": 62, ""concelho"": ""Cascais"", ""freguesia"": ""UF Cascais e Estoril"", ""n_quartos"": 2, ""orginal_cfr"": ""123361213-11"", ""percentil_pva"": 23, ""ano_construcao"": 1981}",219,"a48be3ed5cf0a46ef9c32d86b008dd99",NULL,5,2765350,2,1,4,1,3,110500,110508,1
2625175,202110,"2021-04-01",6,False,False,False,False,"0101000020E6100000B7525B2C3D3221C03C672C1696934440",2598,"{""pv"": 135300, ""pva"": 140300, ""coef"": 104.000, ""meses"": 7, ""pv_m2"": 2506}","{""cp"": ""4000-010 PORTO"", ""abp"": 54, ""concelho"": ""Porto"", ""freguesia"": ""Bonfim"", ""n_quartos"": 0, ""orginal_cfr"": ""123571028-547"", ""percentil_pva"": 26, ""ano_construcao"": 2014}",219,"a39131a33af49fa0c658c33b148c7d01",NULL,3,4000010,2,2,4,1,2,131200,131202,2
2751849,202110,"2020-08-01",14,False,False,False,False,"0101000020E6100000C6AFC2A7E51F21C0739BD3D9079A4440",1051,"{""pv"": 96600, ""pva"": 111500, ""coef"": 116.000, ""meses"": 4, ""pv_m2"": 911}","{""cp"": ""4425-208 MAIA"", ""abp"": 106, ""concelho"": ""Maia"", ""freguesia"": ""Águas Santas"", ""n_quartos"": 2, ""orginal_cfr"": ""19200030"", ""percentil_pva"": 21, ""ano_construcao"": null}",500,"f4dc18ce692120362c93e5f7fd9917a1",NULL,4,4425208,2,1,1,1,3,130600,130601,2
2701135,202110,"2021-05-01",5,False,False,False,False,"0101000020E61000008F15399ADC1521C0AE6DA364668F4240",2325,"{""pv"": 159500, ""pva"": 162800, ""coef"": 102.000, ""meses"": 13, ""pv_m2"": 2279}","{""cp"": ""8500-801 PORTIMÃO"", ""abp"": 70, ""concelho"": ""Portimão"", ""freguesia"": ""Portimão"", ""n_quartos"": 1, ""orginal_cfr"": ""1210-735"", ""percentil_pva"": 50, ""ano_construcao"": 2002}",275,"502ca8b98e0999829144a0177e816168",NULL,5,8500801,2,2,2,1,2,81100,81103,6
2627693,202110,"2021-09-01",1,False,False,False,False,"0101000020E6100000D6E6C2F22EE31DC04A81C31393DF4440",378,"{""pv"": 100000, ""pva"": 100000, ""coef"": 100.000, ""meses"": 13, ""pv_m2"": 379}","{""cp"": ""5400-419 CHAVES"", ""abp"": 264, ""concelho"": ""Chaves"", ""freguesia"": ""Sta Maria Maior"", ""n_quartos"": 4, ""orginal_cfr"": ""123691006-442"", ""percentil_pva"": 50, ""ano_construcao"": 1978}",219,"afe8296f55d25e3e82bb48e50e0220a3",NULL,0,5400419,2,2,2,2,8,170300,170350,3
2594701,202110,"2021-03-01",7,False,False,False,False,"0101000020E61000006135DD85C26722C076CE4700D45A4340",2825,"{""pv"": 210000, ""pva"": 226000, ""coef"": 108.000, ""meses"": 32, ""pv_m2"": 2625}","{""cp"": ""1300-003 LISBOA"", ""abp"": 80, ""concelho"": ""Lisboa"", ""freguesia"": ""Ajuda"", ""n_quartos"": 1, ""orginal_cfr"": ""122181251-40"", ""percentil_pva"": 24, ""ano_construcao"": 2018}",219,"2604142056099f7bb70249b64f006e27",NULL,2,1300003,1,1,2,1,2,110600,110601,1
2591207,202110,"2020-03-01",19,False,False,False,False,"0101000020E6100000AF5FB01BB6BD1FC0EDE20D9B8E534440",1713,"{""pv"": 195000, ""pva"": 217600, ""coef"": 112.000, ""meses"": 17, ""pv_m2"": 1535}","{""cp"": ""3510-758 VISEU"", ""abp"": 127, ""concelho"": ""Viseu"", ""freguesia"": ""UF Repeses e S Salvador"", ""n_quartos"": 3, ""orginal_cfr"": ""122031038-234"", ""percentil_pva"": 83, ""ano_construcao"": 2019}",219,"aff4b209f6c10020e79cd1254e886899",NULL,0,3510758,1,4,2,1,4,182300,182339,4
2602798,202110,"2020-11-01",11,False,False,False,False,"0101000020E610000028C561451AF321C0D4D47099EC824340",1099,"{""pv"": 101100, ""pva"": 111000, ""coef"": 110.000, ""meses"": 16, ""pv_m2"": 1001}","{""cp"": ""2580-494 CARREGADO"", ""abp"": 101, ""concelho"": ""Alenquer"", ""freguesia"": ""UF Carregado e Cadafais"", ""n_quartos"": 3, ""orginal_cfr"": ""122601235-6"", ""percentil_pva"": 53, ""ano_construcao"": 2001}",219,"ae878d680863469746ea846fbb64d830",NULL,6,2580494,2,3,1,1,4,110100,110120,4
2678296,202110,"2020-07-01",15,False,False,False,False,"0101000020E61000005F864392005222C09F9727633E5C4340",5610,"{""pv"": 643400, ""pva"": 684500, ""coef"": 106.000, ""meses"": 5, ""pv_m2"": 5274}","{""cp"": ""1250-091 LISBOA"", ""abp"": 122, ""concelho"": ""Lisboa"", ""freguesia"": ""Campo de Ourique"", ""n_quartos"": 2, ""orginal_cfr"": ""125231013-24"", ""percentil_pva"": 84, ""ano_construcao"": 2002}",219,"4a4989a8fcd3f7ca7f82546e19e4806f",NULL,5,1250091,2,4,3,1,3,110600,110659,1
2683004,202110,"2020-11-01",11,False,False,False,False,"0101000020E61000006F92C8390F9920C091140D29F1B54440",768,"{""pv"": 87700, ""pva"": 91400, ""coef"": 104.000, ""meses"": 3, ""pv_m2"": 737}","{""cp"": ""4810-517 GUIMARÃES"", ""abp"": 119, ""concelho"": ""Guimarães"", ""freguesia"": ""Urgezes"", ""n_quartos"": 2, ""orginal_cfr"": ""125551005-14"", ""percentil_pva"": 24, ""ano_construcao"": 1998}",219,"6c05a49578f5384a3b717a730fc3d650",NULL,5,4810517,2,1,1,1,3,30800,30871,3
2541035,202110,"2021-06-01",4,False,False,False,False,"0101000020E6100000B851B8AC2FD122C09AF27C610D5C4340",1863,"{""pv"": 163000, ""pva"": 167700, ""coef"": 103.000, ""meses"": 9, ""pv_m2"": 1811}","{""cp"": ""2645-237 ALCABIDECHE"", ""abp"": 90, ""concelho"": ""Cascais"", ""freguesia"": ""Alcabideche"", ""n_quartos"": 2, ""orginal_cfr"": ""120171376-16"", ""percentil_pva"": 11, ""ano_construcao"": 1983}",219,"217b8c8247d2aca68fb277dfc017913e",NULL,6,2645237,2,1,2,1,3,110500,110501,1
2641547,202110,"2020-07-01",15,False,False,False,False,"0101000020E6100000C3E30384D48A22C0E84F768EDCA94340",790,"{""pv"": 50000, ""pva"": 51400, ""coef"": 103.000, ""meses"": 0, ""pv_m2"": 769}","{""cp"": ""2525-820 SERRA D'EL REI"", ""abp"": 65, ""concelho"": ""Peniche"", ""freguesia"": ""Serra d'El-Rei"", ""n_quartos"": 3, ""orginal_cfr"": ""123981004-291"", ""percentil_pva"": 3, ""ano_construcao"": 1937}",219,"f6438cdd9614d4ea1baa6af2edfb0bf5",NULL,0,2525820,2,1,2,2,7,101400,101405,4
2747413,202110,"2021-10-01",0,False,False,False,False,"0101000020E610000047D0B1E6743F21C00BDDBAD5D2514440",720,"{""pv"": 61200, ""pva"": 61200, ""coef"": 100.000, ""meses"": 13, ""pv_m2"": 720}","{""cp"": ""3810-037 AVEIRO"", ""abp"": 85, ""concelho"": ""Aveiro"", ""freguesia"": ""Sta Joana"", ""n_quartos"": 2, ""orginal_cfr"": ""124200150"", ""percentil_pva"": 2, ""ano_construcao"": null}",500,"b71c49d6e1392630afee5512b2bbe0fd",NULL,6,3810037,2,1,1,1,3,10500,10513,4
2625997,202110,"2021-08-01",2,False,False,False,False,"0101000020E61000005166E676ED0D21C00E1478279F9D4440",933,"{""pv"": 70000, ""pva"": 70000, ""coef"": 100.000, ""meses"": 12, ""pv_m2"": 933}","{""cp"": ""4445-181 ALFENA"", ""abp"": 75, ""concelho"": ""Valongo"", ""freguesia"": ""Alfena"", ""n_quartos"": 2, ""orginal_cfr"": ""123571225-15"", ""percentil_pva"": 8, ""ano_construcao"": 1989}",219,"235219c0d684b277c985a61e2681565f",NULL,4,4445181,2,1,1,1,3,131500,131501,2
