Nome,lista_iguais
66c102be72d37aeeb9c35a04215d7c8b-219,"['50a4178be8db32be0774cb8270c0f8cf-219', 'c8d4330eb2055d174cb7b84042eb4c2a-219', 'ee5d830f2335d6125b083dab3b33afc2-219', 'fdfc149776961c5828c01e302fd9333d-275', '3fce4e60abf5309ebc875e42272976f6-219', '94864ccf230db0666372461f54fcac01-219', '2d926b21674283e23732b1c135072129-219', '25583eba1a77a55e43ee09b2bddfc60e-219', 'b448cddacafd856376298badaccfe153-219', '48ab302bdf1b7fc42d73a5f3bce40122-219', '480ace832d9a10ecce73756aa07703c8-219', '2f67c4a35f07efbbdb5541c574f2c8eb-219', '85a1b4e78d6ef45789c653bb9b100ed2-219', 'd842ec08e7e12c1c987aa803ece69291-219', '58cd8c160c1b8c75ef50bef107f715f5-219', '59c42887f91c1aabeee22ba890675b06-219', '72973aa2786afdf5d18ffe9f22f413e0-275', '6100be7f67eb29ab6fb18d141a8a9e99-275', '6349a3ee7f64eabb39256e89888767d6-275', 'bef2cb7b876520d99a4555ffb91b805d-219', '0993304bf53686d4820950272eb64cef-219', 'a530c7adf3068881e8a37cd32cad12be-219', '5016f1b9e171a64fbf9e6ec7e816a0e6-275', 'dd5ec0bb198ab55dc462801aa19a1f74-500', '9b6de72630e46b2afcb6357ac58f40b4-500', '0d6558ea8cc16c6caa46df52a7f796fd-500', '7c670b45b987477cbc5f48b93c7d69c1-500', '014035b77e1b09572a9eb91548728fab-219', '3a49f01207225e0aa9e9cc7dbe17c717-219', 'ca29624e56a6491112dfe25e0b780e9f-219', '527d52e31a84e1d3ac5ece8c736ba8c3-219', 'ff9f63a22e01fd6e8ef346287b7ea019-219', 'd8eff212903de770dc93c298584422dc-219', 'ef03c8e83f77deb67c53058698ae59a8-219', '228db128381c91187916973cae5327ad-219', 'd9cc34629254a68d9faba9fa8d4895e7-219', '558ffc5b1aa112ce89eff1f70c508183-500', '9bbfdcaf734e4365a14484c40dc2b628-500', 'f4ba4da928ffff8b5254f6a46f71bb1e-219', '586a4fca8879d910bf253ff47fde4098-219', '4368db93e19761c6f134f2afe8ab61bc-219', '2e9d0a50e70e7daff9aad32291476afa-219', '65351a25daadddc1aa9a8e639a9e7db1-219', '3a5a08cbfae3991b271927aabc26abb5-219', '377cf20c25451e6efd7eab82284cbf17-219', '107803a2454917174103a6d712ed812c-219', '228d737d73a6a942a18fa88fa3cbf818-219', 'aaf5145729068c536d0b3484ff1bbab2-219', '9d8cecdfd8cc369f40ee7c97ed290195-219', '97a0692a829e856e77e8e4bbd9f33a3f-219', '284ba8d04a4ad45cc397afa6f2934339-219', 'b5bba48dc092f7648a1b2ad643047e8d-219', '58c6495a753f23f0d2e6aa414fb80cb1-275', 'c26963359b395fc7728f4a051e3f10f1-219', '359aefea062a5d3a664276bf5d50a90c-500', 'ca19a96ec0421a744b94e552584af139-275', '69b7e40aa4721b9c48418454cf5743ca-275', '165561b5404b581bdfdd69abc11f5bb0-500', '58f2775f779628d6f6567291c2b6337c-500', '7a9a90dc1e7fd7d044cad07b792b4959-219', '17c2e1151f0ecf1e69167e1389574135-219', '8f4927868827a29329bd270dc3e92632-219', '5fd2e5be69522b83c90dc4c65210d6fb-219', '8842d46c6694c1c3a0f5cec341e82ae6-500', '9635bcfd71b17499d000d1e2eaf99c5a-219', '7e38c4407bcd6266c557c7053c35f6bb-219', '0e989e9ff90974e9a056e57fd08fc55c-219', '3bdc852f5815f01f980984e3d1593371-219', 'a7c2ee8ada7c92e073b855878bcdbb60-219', 'f79963ee95cc45002f77e3a29bc0e1d4-219', 'cc3c741add179d1ab818215a26107eac-219', 'b2f332da9ec208771dcdf9d0458c383a-219', 'c77f483b0b0175bfeaf60ca0dcc674f6-427', '4463a88db72b9b5d7792585f00b32aba-275', '393d2f9209066a333b90043a295e7f24-219', '5353b4fc0e65be892f804d014e72526e-219', 'e072f8b9263dae5e5ae2599038a6b077-219', 'cc71c66ffe7ba05fddef05bc4563aab5-219', '4f6f640291693f500dc95e97404f4292-219', 'add6179fa07fe9ef750ece01c4dd530a-219', 'ba0757db74efc38a298dc824730bc98b-275', 'e77b650707a86a6d4c2181642c6ecee2-500', '7389a2635142352a508bbe7b4e92d2e8-500', 'bf295a032c3b3ecf2fa36a9a9dfcc067-500', '179d4f0c7f571ed1b57cf36a33c2b382-500', 'a464762a2af6031b9a520635b6c4517e-500', 'c03bbbada5c10055b857b20bab56a568-500', '7771aa8d8802e4639b35fbc9478434e0-219', 'f73a7d392312b5850c0b4396390b8f58-275', 'fda9598fa53c6b9a833cfc34bc38973f-219', '7690c7addce41c19b5f1abf9c42967f5-219', '7935edf67a570e02d2e6073b98676988-500', '7c71024d744a07bf97c3cc64fc2fbef1-219', 'f2532e828bb7bcef71120417b80c8e6a-219', 'cc55d81fa0c83efa58818a95544f2394-219', '710807a455ef8c33a5b47db1ae9eb0f0-219', '814742348fda1d6e4f066e0df9864a2c-219', '65900a9c4b7ece8e6290cdfd1a0d69ef-219', '419412adbf9fec65e7020609c464def5-275', '5d35afdc1bfd384326595ad7be267a3f-275', '6e1b33275df9128289d9d8b195aad975-427', '80b0705c27fd29ea997a059751d346e8-500', '0cd7e1ef621b26d1a2b3e0c741cda001-500', '3c485f3da5ae55464e99eee8a8d98381-500', '9f36cfa48c9e38c45fffc61b79ba9188-219', '2696b55c9ae3b5f7d91ba9f875ddf13d-219', '41c2ab905d8ffda727c36033b5422bc9-219', '24361de422438c13574a0fd6b6ab7fe1-219', 'db862fe6e22cfe81886ff75e5f08c476-219', '2dc83c26c859bbd51e779c13eb510ff3-219', '11a6367cb10cdae3760fc7e6cfd8eb0a-500']"
358265c2b13c8caa179ff4bdf48573b9-219,"['29f5d788c1d0825b46f080f6008c2c27-219', '8b9c9888e8f752be830962ee846f196d-219']"
888b5176e37303c8d9f0f65befa635a7-219,"['07fbc193b06a259f992024e8407972e2-219', '5049ebacd48439d49829383770897ff2-219', '7f220cc3fca200aa1ca571b3ad8e02d6-219', 'e7a7f1b410f584a716e204c27db35949-219', '8992f4038792320f75fec5a846461f96-219', '421f961c21aff6dc5230c7aa2e99406d-219', 'e19abe7943019e549400e3557b189bf4-219', '214289a87ec99b5905ec6bc08df2d810-219', 'a69b98822144f3be94c5efdba89b4995-219', 'c10b9cd5feb7b0dad93d10d1db05b227-219', '3181980dd451139cf52894e8cf22f442-219', 'a7585e372037a3e3cc0960ddb8fc4129-219', '50801c3c88703d9e0d6d190298c17193-219', '27d3a611665446c42dbfc58f4fe94537-219', '390304262117be9db5a342a554ac0aea-275', 'bd01d367b0cd62299b872910d42c2133-219', '330df9ef63b8b9cdeb09991d0b433e43-219', '7825ca7cb6457e140ba49b4595e14bea-219', 'f090e5de88a41715bdce4c88b8be3fec-219', '904002934e60ec9f6f75f07123f72a16-219', 'fde7c330339de045e082423ff05752f1-500', 'c4a51b979c7a52d2e574985d128f9774-275', 'cb7fb820a282a1d18b2e073239796983-275', 'fa395d6f2ae494aadd6b0dae58b7ed26-219', '6b680167fc76f4413636c4b9f9c739b2-219', '33a1efa4f7202f8d6e7a00c074a2855a-219', '33b420a46d5a098e6d02d8473966ee63-219', '81a08ae5f0de26b8598442c006b222df-219', '0685cbf1e819fe612d35638c2a881fc2-219', '8cfa490a58cb9e4e99978b9e27726ae3-219', '722e7486e34a11d6d45a025ccb06f679-219', '4c76f6c5faa1d959b3e1f0d6cd68e8ae-219', '3effa53cdd76e4980d42df659b0f8676-219', 'e28c450c8db5991d25d1ad760df089db-219', '54f0a8b8e0a9466ed7be7bb5d12f08e8-219', '2daa8d08ba024e244e88623bac6733b4-219', 'e9868dda31ac05dc0ade89582303096b-219', '487f38998553b7dbd7d61f7aa11dae87-500', '84b51101e50c1d338acfe9bf0ac64e90-500', '2c0986c24f355df81c30769ef91dfe7f-500', 'b61bbd51bf6bcbfedf390ff82d6a3d59-219', 'fede3263d321c9a38c85de31d8ba4d78-219', '7131e33530c0b58080839b57ac02f76f-219', 'b3222585166194a3932539cc4115aee4-219', '2094a0a7597ca814d59100c53b42da81-219', 'e4b90348bda616ffdbe5f23dd81712d7-219', '029bf2c4fcee5c3b08598373a1043741-219', '37451b29d119832a33edb65327bcf4a4-219', 'a5ef6b14b780b4054d01604d58589c75-219', '19e7611572f8f0ba2e2ad780d5aa142a-219', 'b5e5a4ad1f767b9bcd583e1f02de312d-219', 'da86e503845adf9545ba78306e3e6fd6-219', 'a4151312d80afb0542d56b37592a65f6-219', 'd06d02912dac3d2be9011f056a087977-219', '13ca3c1437a5297f4a73149ad9c931dc-219', '42d1d568638eca2f47f74e5e678e7d16-219', '6dfc9b7235c843e1974d6e6713c22c9c-219', 'f033d89a0893fdc6b06dfd3fa32359f3-219', 'a9f2b7d17b1a79dd45ff63858274c772-275', '6ecce7c80e9c2785a44af4ed4828020d-275', 'ab2f89cd63cb1d4bae85e91e9eb836dc-219', 'fa92c2fbdd15459e7484fa598f7d22fe-275', '07b8d6bb410ad6a7fb7064f75bd3e135-500', '7973de188a584492bda40f9e0c2658fd-500', '322f7f3708dbfcdfbaa108e2cc62fd79-275', '06bab907ec9feab23529314d1eb66675-500', '22f94f931490a1f3728bd1e2accb3a6e-500', '1293b975b61064440c492532c73fae23-219', 'af75db085b8731cf2a02ae4dca48df05-219', '3f3a7733d5e825821e2e51c1a9210ba9-500', 'b87f4f87a9b687a66f69a974176c498a-500', '43e6bd29179e23eeb013ce613a965a4b-219', '4ba7a154e5b6ecf92b0759afd5b90ccd-219', '405a12b26591b935c1adb2f64cc8e8da-219', 'dde6a501ed7b4fda7dee4095d82df9ee-219', '940a83f9dd4ca8168d0c890470308e49-219', 'f83d26adb7e3b9a8536cb586ba81ac74-219', 'dc3f0e6e31aa3ca4abb750135393284b-219', '9a0e7a323f0c02df369d5fc854cfd6b2-219', 'cce24df70e2832d16f6ef7c1a4b29909-219', '7a9b0a6bf1808371230d85e27a1a2708-219', '3e6f9c7ff735a32c1cb639a344063d8c-275', '08a45c90e8e2a4eebb41375dfc3fae17-500', '64b20ef319990a76af19afafa0919e58-500', '87013b62c773eae69a28cc2f95d44d87-500', '71731e1ec201498bf0ae9ee9d5f9539d-219']"
198ed06fc0deed7aecd4718c06dfdb0e-219,"['e2db054d915e65e16304ee0d5a5c96f3-219', '30621a5d41fd555e6b81bfbfed9d905e-219', 'd998f1ecb0b0bf43c6e79bb84ae59fd3-219', 'd10ed35ca004ed6a5984cb55ea85bfa3-219', 'c64c41f63e929c990a4c835920f8564d-219', '3830811c78659ae9ad18a0e1308eaade-219', 'b66bc064c7825d9749e7d5e9f15cd06f-219', '622315f67fb2c572f48b6d3d898c2350-219', '163bebe58202930b2da1c1653cd46755-219', '764195a86c78c3dd673d28d5ab20a196-219', '451aefb9a959b4bf3dab1cc17c936611-219', '95918a94b2c8e5f1c18813c8ce5ae2f0-219', 'c6804ba115ad17b71465de5c5499fdbc-219', '7cd66b77f03c431c4ce47b1cc114dea6-219', '66e56858c0486d22224634715c4e5931-219', 'e0020111f6f2e65f92b7d8ae70ff1393-219', 'a89e0a49e3667a3d08a4101d3f2b46a0-219', '54f0ef6e4aa3f7fb556082fcc17215d2-219', 'fc5b8c44f3be2537f169b8c54abbed21-219', '478063ec1ec16237f0b6471ec1b52b41-219', 'dbd3ae24346c05734e839c3b8d5617f5-219', '5cf6cc669a3755da52db0409e85d4b37-219', '768421b444c64b5355d076a6c006e12d-219', '01fd4d87fbd47b09f5f17da28ddb5d18-219', 'd9bd3f696c43f31f8abf743a2070bfd8-219', '494e17a0b8751f5aa277c6c995be3069-219', '526f2414155ded814c7ee3cd53fcf6e4-219', 'dff9db4bcf63bc697e85a27fcf51f6bf-219', '502d29b0c17ea91f650652359bfe8d4f-219', '4908355fa0b1e2866dd6405097da1394-219', 'b6ee208275d003fdc0571c3b7842732b-219', '0ad173f355fc4867315a16a65fddb206-219', '5ac48a50aa6042a4f10b314eefc3e16f-219', '280a7b72cace56de74583dd614d26639-219', 'c8ce86619461bc8487c4b836e0914490-219', '6f0cb79fb8ab1448f97247ffc586c26b-219', '21ca95eff32bfc1b5fceb1e6d10e728c-275', '564991b99b06e95a28df31856b9108cd-275', '44835b1bed62946d7df7d28cad99f189-275', '45d649fa15a5c2ef7d844f462a05815b-275', '95687061b66d6fc5768f87cb9815e184-275', '869e9df99eee5ac331a0fb903c5cab3b-275', '9f916ee2974e30c80974f5809e079d5c-275', 'b5cce9885e15ebeb1a7281223fe45a4c-275', 'a7e95ce7a885b41345bd1d967815365c-275', '994105c50e3fcb84f4a5b366ce9984ec-275', '8f97ac7e7b5b0f7bb13aede25922d8f1-275', '92a86f91fd7227acea4a4dfd37405ec8-275', 'f86a7078e5e92cd0f7e7c0343b5038f2-275', 'd047c44420201f240f84a46334a1a178-275', 'e3c0afae5e163b2862f836853d7a1f2d-275', '6c2ac94b047f9a0e12e819812bffb1b1-275', 'e8659064f315f8effa9ab4684decd9e0-275', 'cbd538411e822d7b8085347f9107e035-275', '631035037d8328e9604fd6543ba9afa3-275', '2c28cf6c0128d84a599010ef4234a1f5-275', '3cfafa9953bed5bf0b4913c96e4c5c4b-275', '93f1fce6ba8de3822ebd363457bc79cc-275', '2cf12d0977bbc9003ed51e99cfca4fb8-275', '93e403e9e75d26eacc7e87e1b5f967fe-275', 'f2d642ccd756760e768d09bd54126f84-275', '0be68775e5f077c82c9043f1854386ef-275', '968fa940bddb53b7c8c57c3a5c485b63-275', '0503b5e7178609bc59107656227e7cf9-275', '9280584011ef4ce4282cd556a3690cdf-219', 'd0cd328dec954e1cd41887876e72bb83-219', '53b6e6d0c382f434058f26b1d4583645-219', '3f582ba7abeace413cc5a34dac815617-219', '9e3cf31487bdd0c36f15f8d8440dc45c-219', 'f034c9db712249c130c60d12f38e18ab-219', 'd56a9e6e240bbdafff004c6236fcdcaa-219', '247f5c90b833e51e6843de7113d4968b-219', '8307665536cef483c3977a2e3727c804-219', '3376292206f178f915100b50e307baaa-275', '0b350aa112a50dac135451e565bc8697-219', '897c0d6e4462659577d6d689fe3cceb8-219', '49221779a2cd381a2d4a02c8ff44cfef-275', '3f0ecd585ff762e2a6d36f8312b14b1a-219', 'd38ad2ea9d35186f11d7c3530d51bfe4-219', '7c800d5a70fd64da147f79e098a23e34-275', 'bbc931e3e46f5eea5202b5a1c6a6940a-219', '57f1c5658cb421cbc4a1f8624ec16880-219', '17052b8d46dec3fbe97eb486de9d6275-219', '223072c322468fef13aec40e0de4cbd2-219', '8450fa929490f9afa65f011fddb4e845-219', '392d96b879b8acb8fd68d0abdcb1a8e7-219', '03b57de672260bc2be5d53b456a87555-219', '5b336cdbf1d706708fa0f6695196e1e3-219', '31fb59b38f744244f72d58f80a45b798-219', '9913c2612ddbdb183b5ab03d1feae266-275', '8d8040b6af5be45afc7ff10aa91da0a5-500', '868a8c1635aeb0b187bb0daab60ef882-219', '1cedf5bab79239e39ac26e27372feca2-219', 'd45d31db1becf75fdb3e83b37baa43db-219', 'c81df8dc4acc767be2d717dafe592d07-219', '0e104daa0da4ed894e23debbf9bceaae-219', '92bc2d63fec8c67ff3fa55e5d2edb1a9-219', 'c77af11d38d7dec2f7c5bd91a4c429e5-219', 'd4df4713b098b9c3d8bd7dc811f77d6f-219', '54eaeae76f9162f29f1033d9e37ee8e4-219', '2dc0854b2b0bfd31e6fd0597103a2bde-219', 'af2cd4d2ff11d209260c394049b0db20-219', '014babf981731aaef5213fad2f2da4ed-219', '021ee980dec6f3611bb400db896842bf-275', '7e539a138ec011917d336ddc1f1d436a-219', 'f788252ab9c2d47b148dfa552c45e93c-275', 'bf55e461dec6afa1b9858e97505117cd-275', 'f19d104b0b853ccc4677b3574ba3b124-219']"
04f71a703c8d2a14162c926ba8478830-219,"['18b9e297f62bb13a696ccffac98a754d-219', '7e870cb5a7438971684ed4d622bf4944-219', 'b86396d60288416d650c9baccda38178-219', '8a3fd1f76602639706ee2e5528e42425-219', '005545252085234a7584f4cdaf3c2a61-219', '98f1331af4a3104c67de72ae14b7d496-219', '5ea21ed49b87a2de1cf43c3fd1be8a9f-219', 'f65de02a603f4e02672b7bb0bcd29089-219', 'f4bd32ba9add3c1b1580d8de35da825d-219', 'e1a3ad15a109ea0c16906b789a1d5c7a-219', '1db7103d7d106a11ad54ad12f13e6c9f-275', '31178b341c0c5891594ab494e763e0d2-275', 'fa231b9307828b75c499f55cb8ae414f-219', 'f0c0fd5ebe2f01ff7cffcbc6db380e4b-427', '81e5d7480b1f056404397178f8b630a9-275', '0ca1385fbfde8619a3507822505d9030-219', '57997bae33e37f7510dbd7ed1f735bb7-219', 'e6226c7a3c697f36fc9068fe8a89e6c1-500', '90e6a35f492ae2376b18c802f82ff1f7-219', 'd91e144a3c9b12589b878af36e386399-219', 'd82e7f6f0cb7a5bad4a4df65dd31416f-219', 'fa8e65d42c0d3f9145015eebfb829064-219', 'aab183518f0fb10ae586acecdb690782-219', 'a98b5ba4a9499e909ff2e1987029c99b-219', '01990241008263c42c98e6b573e8e11c-219', 'be5073ebdf08f993ac0595e77e6951f3-219', 'e1e80cc9bce1c31ce15a88b98e0756b3-219', '02449b8916b2292977f29a26eab0acca-219', '2552a988693e3f2443425f0292c53391-219', '9f70b3c1dd3eb9e75e5c3be35485b784-219', '762277b7e2f3ab050b6811a1d1e5b728-500', 'c562c80ff46778de8d3efa67bc3e43e0-219', '76ae9b7ca71dbf2a793183128ebf3da2-219', 'd03828c2f1a954dfbccff1cb4d1161c0-219', 'd6797da50c45249143438cdaec503719-219', '0c189975b87cb119cf914f43eeb76172-219', '74687e2e2677a12f3a98a927318baa30-219', '37d5549cece62f788158d77e137bf626-219', 'de329f047a701c727aba8b48ae241c78-219', 'd7689cc315f4fbdb908bb593b4051cbd-219', '35caef8ddc39afd689e6a82ee01c4931-219', 'e8832f9464c8a7a3253027b7d576efb8-219', '193de5fb304a61135127bce719027dfe-219', 'e140e1b9c1623a4d06dc3ddbf91082d0-219', 'b93499102b8595c6e95aabf917bd40b1-219', '605d9b5f417977b4d7d20e7243e46357-219', '1bb42d4e945bfda4234c6f2e0e47294f-219', 'ddee1907afaf029dc477c4e4b4184e19-219', '2de02ba12e545c132a88cabeebac65ec-219', 'a4d93df9f2adcad0a0cce5faad3d8150-219', '4d4bcc484670a09f91e3dc64cf9c4374-219', 'd9981a60e4036c14306b292baefeec03-219', 'd2e45b39a071370e0a925d7e2d02c17b-219', '324f09b474ececbc60acde012644faef-219', 'c1e4ba9cb8a97ec87f17a6ab906811f6-219', 'b03c15be737d1422e9d95d7b5c2e5b14-275', '50ece454aab3d1389c6931d3f0e7e298-500', 'b650255387f92cfed58779c32de676ce-219', 'b71cebbb1eac2f000c70faa5eb7b7b2a-219', 'b3008904991d234f70610190dee4caae-219', 'b180c870541a02c946beb66ebd6f7261-219', 'd65539b19f45cee2c4691006855d7269-219', '05cec13ab61f9546f044467c06286fa1-219', 'dd2e30793e350e98ac60c42a20fc5cb7-427', '25639a56ab2c0d04486a5b2acbdbebe2-500', '9352c5e1233e87d7d7a14578cfa5c798-219', '8f30c14894fb71c8351424650a9fa5a8-219', 'd0e9c655b3e6d5e4d5bea3d1163461c3-219', '5742576550d7bef3b66776708270da75-219', '14da5d49e306e618e0bbf31c34630b23-219', '602333459da805fe32c68bae4d134fe2-219', 'f11866871f32b2f97e2c952a99cef84c-219', 'e25084a64e907adff724831d5ad6e340-275', 'c29b63c37c58bdf536ead0c43579d89a-275', 'c6a69479c9b70f49130d2448364c1355-427', 'f26f810ee874cbd0ae3c14afa2bd0db4-219', 'db1661b9cee21090ca95d768382a8783-219', '6012f19464e85046d81e5452b0f41dac-219', 'f9588f2e9f33a4bdca5e38b46b44d4be-219', 'ae5243ca938c70e40b4d24f12ec04d0c-219', 'cc8048605e53069690794319336e4a0a-219', '573297eb3a37534473b1290aab50e02f-219', '52f783b260034b01022d681baea9c1fb-219', 'e976fa658c480c5376127fd3a22a4299-219', 'd8bb450da8700b76a9cf0cd65a19d6fd-219', '449e77e8319ae538b21b6bb00f417532-219', '307a9efe4d502850211869191ba2e5c2-219', 'fe147d35afdde9de608d2fe22c83da7f-219', '6f8f1bb23bc53c9ac702417692bb7b49-219', '2bb11cc809c0645ff5c68ec4750abe92-219', '2c1c1f824128f483f31becaf6f4586fc-275', '528eb79a3e783efa78731ee830eb78f9-219', 'd8c46dc3f0f447be40f79926a214b14e-219', '09bdf889b2d033ed71a64df608faf494-219', '77d1b9384155450a972d9f2085750f05-219', '9380fabd22532ea7b7d8401a7d5c7784-219', '6eb192da3b167ce98846ae4e51efc198-219', '0195b7db568d2f610996ae726dcbd28d-219', '0c6abdd8659073f9bfcb90bdb5e584bc-219', '80b4e8a93773ae2ee1bacd0da2de11ae-219', '2ec727e081b39433a4092ebffd223502-219', '306c42b7d483f033a54835b552d9d35f-219', '4c73a39eeaddba4a0327003d13466300-219', 'c05566b9f5a32ac7ee3b7f80142c4999-427', '0f082ec5226ad3369fe97bbfc42327cf-500', '782a237ee7f6f6cbe3bfda16a6303d26-427', '48cc997402f88646bee4ed98c20c8870-500', 'd2038468d68ac96c89aa458ed7783fc2-500', '2fe80db1893c4468f7129d7b41615e0b-219']"
ff32d19a0f0d5befebd8e7c2f80fecde-219,"['c62bdbf167fad867e391e8eea8e9be1f-427', '82ab6b72d1a63e134aec5936fffbebb6-500', '0fa21b3743904cb44dc4d004d05387f9-219', '2196b4ed286d8b4c6008286263213d18-219', 'd1549429d1a50523f416cf253d3d8be1-500', 'c198287053629ab4fa29c9d12b417cb0-219', '93e8131b7d6a826859905d70c6346308-219', '44eb6839dd4934b7725253ba2f34c032-275', '989dcb0acf734c58793357869ade821e-427', 'c6c7654c41145196ff87fd28b2a3fd10-219', '8c46715fffca5ec29b120eb5f2e1725c-219', 'e3d5e79a34af94f72905e4626cf24048-219', 'e96dd433cdfc68eac86c4be9b782d760-219', '44dd2b467451256ef5bc81733b7ad88d-219']"
